credit_id,client_id,montant_demande_fcfa,duree_mois,nb_transactions_30j,a_fait_defaut,nom,ville,age,metier,revenu_mensuel_fcfa,anciennete_mobile_money_mois,operateur_principal,nb_transactions_total,montant_total_fcfa,montant_moyen_fcfa,montant_max_fcfa,montant_std_fcfa,nb_types_distincts,nb_operateurs_distincts,jours_depuis_derniere_trans,nb_achat_credit,nb_depot,nb_paiement_facture,nb_retrait,nb_transfert
614,861,171804,12,34,0,Geneviève du Besson,Lambaréné,23,Restaurateur(trice),125308,55,moov,34,839418,24688.764705882353,49630,13781.174733449543,5,1,0,6,3,11,8,6
615,863,69937,6,11,0,Camille-Clémence Barre,Tchibanga,65,Couturier(ère),121762,6,airtel,11,314617,28601.545454545456,47391,15361.19177253924,4,1,21,2,3,3,3,0
616,864,132191,9,60,0,Olivier Duval,Moanda,49,Agriculteur(trice),56816,42,moov,60,698542,11642.366666666667,22200,6936.67144318761,5,1,1,15,13,8,10,14
617,865,158207,3,49,0,Marc Clément de Chauveau,Libreville,43,Artisan(e),76896,47,airtel,49,818041,16694.714285714286,30705,8957.702649117127,5,1,3,2,17,6,11,13
618,866,292157,3,26,1,Jérôme Langlois,Franceville,65,Petit éleveur,255294,30,airtel,26,1502674,57795.153846153844,99670,23912.867367494528,5,1,1,1,8,7,6,4
619,867,39972,12,22,0,Susanne Leclerc,Libreville,33,Chauffeur de taxi,34005,31,airtel,22,155782,7081.0,12710,3246.388102843792,5,1,1,6,2,1,6,7
620,868,50144,6,44,1,Valérie Le Ollivier,Franceville,55,Artisan(e),37749,30,airtel,44,322463,7328.704545454545,14710,3997.8856713154128,5,1,0,6,8,10,13,7
621,871,40106,6,39,0,Alphonse Lacombe de Simon,Oyem,20,Petit éleveur,108081,54,airtel,39,850825,21816.02564102564,43136,11780.689648937721,5,1,6,9,5,9,6,10
622,872,161683,9,25,0,Catherine Labbé,Mouila,28,Coiffeur(se),81424,10,gimac,25,349005,13960.2,30051,8100.953056071036,5,1,7,7,3,8,5,2
623,873,106041,9,55,0,Gérard Blondel,Libreville,26,Artisan(e),62574,38,gimac,55,691282,12568.763636363636,24661,6806.094910047841,5,1,0,4,13,11,13,14
624,875,120299,6,43,0,Pénélope Pinto,Moanda,44,Restaurateur(trice),68714,42,gimac,43,693423,16126.116279069767,27388,6782.705932876018,5,1,5,6,10,12,7,8
625,877,214083,9,42,0,Timothée Descamps,Tchibanga,57,Artisan(e),111104,12,gimac,42,817172,19456.47619047619,43783,11964.065464993027,5,1,1,8,9,10,6,9
626,878,236132,12,50,1,Nicole Leroy,Libreville,53,Couturier(ère),159676,27,airtel,50,1772240,35444.8,62261,16176.429119593251,5,1,4,12,13,10,5,10
627,879,84842,3,17,0,Élodie Lebreton du Perrier,Lambaréné,52,Agriculteur(trice),42700,7,airtel,17,146068,8592.235294117647,16110,5661.244899858729,5,1,0,2,4,3,3,5
628,880,111321,3,36,0,Franck Leclerc,Moanda,21,Couturier(ère),89446,14,airtel,36,676138,18781.61111111111,35570,9802.14531701469,5,1,0,5,7,8,7,9
629,881,214652,9,43,0,Arthur-Sébastien Henry,Tchibanga,49,Chauffeur de taxi,260402,59,airtel,43,2695052,62675.62790697674,99670,26488.442929146127,5,1,12,10,7,9,10,7
630,882,46017,12,59,1,Éléonore Poulain-Germain,Lambaréné,36,Couturier(ère),118541,42,moov,59,1499310,25412.033898305086,46750,13307.783058416062,5,1,5,8,13,11,12,15
631,887,61978,6,18,1,Diane Maillet,Mouila,32,Artisan(e),62277,13,moov,18,251776,13987.555555555555,24707,6546.2054138456,5,1,3,2,2,6,5,3
632,888,140961,12,45,1,Thibault Maury de Maillet,Franceville,31,Petit éleveur,108295,28,moov,45,1014728,22549.51111111111,42250,11290.32810663869,5,1,7,9,11,10,7,8
633,889,107580,3,44,0,Hugues Lemaire,Oyem,58,Coiffeur(se),58167,30,moov,44,493817,11223.113636363636,22990,7057.306246146808,5,1,2,7,7,9,12,9
634,890,43843,9,51,0,Honoré Ferreira-Vidal,Libreville,35,Chauffeur de taxi,69480,45,airtel,51,710359,13928.607843137255,27488,7467.497789965342,5,1,3,4,13,9,12,13
635,892,128681,12,44,0,Paulette Godard,Port-Gentil,44,Agriculteur(trice),118159,15,moov,44,1129123,25661.886363636364,45142,11772.711225178236,5,1,1,8,9,7,5,15
636,893,72188,3,22,1,Sébastien Jacob,Tchibanga,35,Commerçant(e),158863,31,gimac,22,807297,36695.318181818184,61570,19149.859242019967,5,1,13,4,3,4,7,4
637,894,36904,3,23,0,Éléonore Coulon,Lambaréné,45,Petit éleveur,55225,16,airtel,23,312258,13576.434782608696,22082,7311.50512937774,5,1,1,6,3,5,5,4
638,895,156853,9,49,0,Diane Berthelot-Brun,Libreville,44,Commerçant(e),265123,10,airtel,49,2571569,52481.0,99670,31599.830947596325,5,1,3,3,11,12,11,12
639,896,81236,3,58,0,Louise Joly,Tchibanga,62,Artisan(e),99464,26,moov,58,1118377,19282.362068965518,39224,11033.10823965802,5,1,1,11,11,13,11,12
640,897,237147,3,66,0,Hugues Lebreton,Libreville,62,Mécanicien(ne),98194,49,airtel,66,1396179,21154.227272727272,39160,10770.093394060386,5,1,1,9,14,15,13,15
641,898,121965,3,47,0,Anastasie Pelletier de Vallée,Port-Gentil,19,Restaurateur(trice),57707,42,gimac,47,565043,12022.191489361701,22856,6580.282684023928,5,1,2,13,10,10,5,9
642,899,25000,6,38,1,Étienne Jacob,Libreville,47,Restaurateur(trice),50157,55,airtel,38,366868,9654.421052631578,19146,5981.437518765549,5,1,3,6,5,6,15,6
643,900,72971,12,50,0,Claude Guibert-Costa,Lambaréné,58,Restaurateur(trice),188666,51,gimac,50,2105600,42112.0,73868,20582.482283212965,5,1,2,10,8,14,9,9
644,903,273392,3,30,0,Roland Martinez,Mouila,41,Restaurateur(trice),491295,8,gimac,30,2290191,76339.7,99670,28479.774649377236,5,1,2,6,5,2,10,7
645,904,110140,9,33,0,William David-Paris,Port-Gentil,53,Couturier(ère),46821,42,airtel,33,323318,9797.515151515152,17877,5382.49563470104,5,1,1,5,13,3,9,3
646,906,92368,12,57,0,Virginie Dias,Mouila,35,Commerçant(e),80263,44,airtel,57,853097,14966.61403508772,31018,8337.535557333444,5,1,3,19,7,9,8,14
647,907,121987,3,32,0,Cécile de Royer,Port-Gentil,48,Agriculteur(trice),77724,33,gimac,32,518202,16193.8125,30445,8491.040942445768,5,1,15,7,5,7,3,10
648,908,130886,9,57,1,Mathilde Allard-Boulay,Port-Gentil,30,Restaurateur(trice),91287,44,airtel,57,1071210,18793.157894736843,36421,10530.954229911038,5,1,2,6,18,8,13,12
649,911,187792,3,47,0,Henri David-Lebreton,Libreville,36,Couturier(ère),94247,48,airtel,47,915375,19476.063829787236,35916,9370.289059631757,5,1,2,11,11,11,9,5
650,912,206873,12,22,0,Jérôme-Benjamin Navarro,Mouila,55,Coiffeur(se),202338,22,gimac,22,1010633,45937.86363636364,80844,21644.61105766658,5,1,4,2,3,4,6,7
651,913,97814,3,38,1,Georges Lacroix,Tchibanga,47,Vendeur(se) au marché,123395,38,gimac,38,929936,24472.0,46979,13282.592996200052,5,1,11,10,6,9,5,8
652,914,70423,6,30,1,Marine-Pénélope Gaillard,Lambaréné,36,Commerçant(e),62529,31,airtel,30,372141,12404.7,24722,6890.684396968177,5,1,7,5,4,5,10,6
653,915,123065,12,45,0,Christine Leclerc de la Lopez,Franceville,63,Agriculteur(trice),74766,11,moov,45,622528,13833.955555555556,28900,7932.068934955679,5,1,0,3,10,9,13,10
654,916,98040,12,51,1,Marine-Laurence Godard,Franceville,28,Couturier(ère),66398,46,airtel,51,751170,14728.823529411764,26251,7011.47383281399,5,1,3,15,7,11,11,7
655,917,82041,12,25,0,Denise Breton-Fischer,Tchibanga,34,Coiffeur(se),49457,9,airtel,25,252799,10111.96,18562,5579.730082181395,5,1,1,5,2,6,5,7
656,919,74381,12,45,0,Daniel Hamel,Moanda,25,Commerçant(e),30000,35,moov,45,270215,6004.777777777777,11979,3425.564750312839,5,1,1,11,8,5,7,14
657,921,369936,3,29,1,Christophe Menard,Tchibanga,39,Artisan(e),232602,47,gimac,29,1345044,46380.8275862069,88457,22786.65131021883,5,1,6,5,3,8,4,9
658,923,111433,6,39,0,Victoire Blanchard,Port-Gentil,38,Commerçant(e),115284,23,gimac,39,1022989,26230.48717948718,45765,13922.857204255686,5,1,3,9,7,8,7,8
659,924,145637,12,25,1,Juliette-Patricia Mallet,Moanda,30,Commerçant(e),139968,15,airtel,25,886058,35442.32,55978,14687.917686883551,5,1,12,3,5,3,3,11
660,925,122362,6,55,0,Astrid Couturier,Port-Gentil,50,Mécanicien(ne),106011,43,airtel,55,1249971,22726.745454545453,42329,11646.000283388003,5,1,1,11,16,9,7,12
661,926,78121,6,58,0,Luc Buisson,Libreville,60,Coiffeur(se),96304,33,moov,58,1150769,19840.844827586207,37674,10949.933235079201,5,1,1,8,10,11,14,15
662,928,146099,6,57,1,Adélaïde Becker,Tchibanga,36,Chauffeur de taxi,150540,27,gimac,57,1834934,32191.824561403508,59552,15001.886492232052,5,1,3,17,7,6,16,11
663,931,46831,9,54,0,Gabrielle Gilbert,Moanda,44,Chauffeur de taxi,48178,59,gimac,54,496130,9187.592592592593,18716,5340.886067108237,5,1,4,9,17,6,12,10
664,932,98901,6,60,0,Paul Le Breton,Franceville,30,Chauffeur de taxi,90197,59,moov,60,1113667,18561.116666666665,36015,10230.757017721111,5,1,3,12,12,14,11,11
665,933,25000,6,70,0,Jean Lévy de la Moreno,Moanda,55,Vendeur(se) au marché,64511,53,moov,70,960759,13725.128571428571,25788,6585.499080756908,5,1,0,15,16,15,13,11
666,935,204240,6,60,0,Alphonse Perrin,Moanda,44,Chauffeur de taxi,90976,58,moov,60,1254042,20900.7,36134,9206.746079158567,5,1,4,13,11,11,12,13
667,936,678620,3,35,0,Agnès Denis,Port-Gentil,35,Restaurateur(trice),320866,2,airtel,35,1906150,54461.42857142857,99670,30315.346607914336,5,1,4,6,9,7,5,8
668,937,48705,9,50,0,Matthieu Pineau,Mouila,34,Restaurateur(trice),115784,31,gimac,50,1193078,23861.56,45610,12767.166969014459,5,1,2,14,8,13,9,6
669,940,140728,3,65,0,Guillaume Morin,Lambaréné,21,Vendeur(se) au marché,65966,59,moov,65,914537,14069.8,26263,7475.388846909571,5,1,4,9,19,10,14,13
670,942,172846,3,33,0,Danielle Roux,Lambaréné,61,Vendeur(se) au marché,111531,21,moov,33,622750,18871.21212121212,44115,12991.688756079731,5,1,7,6,5,8,10,4
671,943,204125,9,42,0,Manon Pages,Lambaréné,27,Commerçant(e),182130,7,airtel,42,1610438,38343.76190476191,72642,22238.329257968784,5,1,5,3,8,15,14,2
672,944,169848,9,57,0,Marcel Bègue-Robin,Mouila,39,Chauffeur de taxi,101704,32,airtel,57,1117342,19602.491228070176,40522,10233.537530944182,5,1,0,6,10,11,17,13
673,945,63781,12,43,0,Adrien Benoit,Oyem,53,Petit éleveur,55009,54,gimac,43,413415,9614.302325581395,21825,6242.580954849653,5,1,10,14,7,7,4,11
674,947,70080,3,27,0,Hélène-Simone Petit,Lambaréné,26,Restaurateur(trice),46066,45,gimac,27,272577,10095.444444444445,18033,5572.142008608769,5,1,4,6,8,5,2,6
675,948,441750,3,19,1,Jean Mathieu,Moanda,19,Artisan(e),218875,12,airtel,19,825903,43468.57894736842,85825,24542.418839216563,5,1,11,2,6,4,5,2
676,949,25000,3,61,0,Christelle Martel,Oyem,37,Chauffeur de taxi,30000,45,airtel,61,386116,6329.770491803279,11969,3489.8782614557517,5,1,1,10,10,17,5,19
677,952,98430,6,34,0,Michèle Ribeiro,Franceville,60,Coiffeur(se),127270,13,airtel,34,798163,23475.382352941175,48470,13128.316202160946,5,1,16,12,5,6,8,3
678,953,151027,12,29,1,Laurent Becker,Oyem,50,Petit éleveur,81913,33,airtel,29,544287,18768.51724137931,32588,8795.345565454694,5,1,3,2,8,4,4,11
679,955,37659,12,36,0,Arthur Laporte,Port-Gentil,31,Agriculteur(trice),30000,1,gimac,36,235956,6554.333333333333,11765,3700.678864362977,5,1,3,5,4,12,11,4
680,957,150973,3,41,1,Frédérique Techer,Port-Gentil,38,Artisan(e),84048,27,moov,41,744731,18164.170731707316,32551,9067.52337163362,5,1,4,5,6,8,14,8
681,959,25000,9,40,0,Gabrielle Fernandez,Moanda,61,Restaurateur(trice),56832,39,airtel,40,389950,9748.75,22554,5478.228806738028,5,1,20,8,3,6,12,11
682,960,138724,12,32,0,Daniel Chrétien,Mouila,30,Artisan(e),106748,55,moov,32,796454,24889.1875,42523,13100.598364658646,5,1,3,7,12,4,4,5
683,961,218296,6,6,0,Théodore Chauveau,Tchibanga,61,Artisan(e),201689,1,moov,6,242165,40360.833333333336,62928,20234.822078947633,4,1,3,1,1,0,3,1
684,965,175957,9,18,0,Lorraine Merle-Blot,Tchibanga,50,Vendeur(se) au marché,92716,26,airtel,18,318188,17677.11111111111,36919,10683.705723527211,5,1,8,3,4,6,3,2
685,967,597097,9,23,0,Raymond de la Letellier,Libreville,29,Mécanicien(ne),417681,32,gimac,23,1656793,72034.47826086957,99670,33203.23098718169,5,1,0,5,3,6,7,2
686,968,250938,3,40,0,Lucie Imbert,Port-Gentil,22,Agriculteur(trice),122726,40,moov,40,967827,24195.675,47322,12431.791185149217,5,1,2,9,4,11,4,12
687,969,108840,9,57,1,Georges Costa,Tchibanga,49,Agriculteur(trice),143997,43,moov,57,1652837,28997.140350877195,56328,16252.909486170902,5,1,2,5,12,13,15,12
688,970,170954,3,51,0,Cécile Guillot,Libreville,20,Mécanicien(ne),124154,35,airtel,51,1296723,25425.941176470587,47925,13292.686392767664,5,1,4,9,9,12,11,10
689,972,25000,12,38,0,Jules Prévost,Moanda,63,Chauffeur de taxi,37176,50,moov,38,252852,6654.0,13965,3795.9310007114404,5,1,1,2,6,12,11,7
690,973,204588,6,35,0,Léon Colas,Tchibanga,25,Petit éleveur,88984,25,gimac,35,674218,19263.371428571427,34789,10293.646235837496,5,1,3,10,3,6,11,5
691,975,182260,6,38,0,Noël Pires,Mouila,57,Coiffeur(se),99838,32,moov,38,869475,22880.92105263158,39805,10318.095988671394,5,1,3,8,5,8,11,6
692,977,333298,6,40,0,Aimé Charles,Lambaréné,42,Artisan(e),142640,41,moov,40,1200081,30002.025,56066,13743.140507153345,5,1,5,8,8,7,8,9
693,978,78350,9,37,1,Alphonse de Chauvin,Libreville,60,Couturier(ère),77030,23,airtel,37,605579,16367.0,30261,8728.499785186455,5,1,6,5,4,11,6,11
694,980,87222,3,23,1,Aurélie Riou,Tchibanga,60,Mécanicien(ne),47269,3,gimac,23,209525,9109.782608695652,17919,5304.724874679877,5,1,2,1,4,8,4,6
695,983,64562,6,37,0,Marguerite Michaud-Coste,Lambaréné,28,Petit éleveur,129500,33,moov,37,998376,26983.135135135137,51550,14785.360966100825,5,1,1,8,11,5,4,9
696,984,62751,6,32,1,Honoré Rocher,Port-Gentil,52,Couturier(ère),76924,32,moov,32,553648,17301.5,28635,6810.075950502528,5,1,5,5,5,4,10,8
697,985,168277,3,27,0,Isabelle Boyer,Mouila,32,Petit éleveur,69981,37,gimac,27,371669,13765.518518518518,26755,6222.150904200563,5,1,21,5,6,6,2,8
698,987,139675,3,25,1,Andrée Ruiz,Moanda,50,Vendeur(se) au marché,87995,5,moov,25,440451,17618.04,31113,10035.079452766347,5,1,2,2,5,5,6,7
699,988,140759,3,48,0,Charles Richard,Mouila,34,Petit éleveur,126125,27,gimac,48,1341376,27945.333333333332,50430,13763.555706057898,5,1,1,13,8,12,6,9
700,990,51865,6,69,0,Marie Barbe,Tchibanga,35,Agriculteur(trice),109152,53,gimac,69,1618940,23462.898550724636,43347,11605.036212966445,5,1,1,21,11,7,18,12
701,991,102229,9,31,0,Josette de la Guichard,Franceville,33,Chauffeur de taxi,56008,30,gimac,31,314496,10145.032258064517,21991,5795.953516514034,5,1,0,5,4,8,6,8
702,992,169432,9,38,0,Grégoire Peron,Mouila,38,Artisan(e),129649,28,gimac,38,1137225,29926.973684210527,51617,13449.435789405547,5,1,3,6,7,4,10,11
703,993,50608,9,42,1,Alexandre Daniel,Moanda,59,Chauffeur de taxi,58728,53,moov,42,471692,11230.761904761905,22141,6393.531417824463,5,1,5,7,5,8,7,15
704,995,61661,3,53,0,Gilles Mendès,Tchibanga,53,Mécanicien(ne),30000,30,moov,53,341874,6450.452830188679,11900,3131.923503130782,5,1,6,10,10,15,10,8
705,996,193793,6,29,0,Astrid-Zoé Pineau,Moanda,26,Commerçant(e),115501,11,moov,29,828568,28571.310344827587,45846,11386.024168450198,5,1,6,11,5,6,3,4
706,999,159360,9,58,0,Bernard-Sébastien Parent,Port-Gentil,43,Chauffeur de taxi,84934,43,airtel,58,954981,16465.189655172413,33945,9226.611423860257,5,1,0,15,14,10,10,9
